2008.05.16,12:15,203.27,204.48,202.68,203.36,0
2008.05.19,13:11,203.73,204.16,203.02,203.73,0
2008.05.20,13:38,204.35,204.87,202.77,204.37,0
2008.05.21,14:06,203.58,204.39,202.68,203.59,0
2008.05.22,14:17,206.48,206.52,202.77,206.52,0
2008.05.23,14:43,204.62,206.6,204.21,204.62,0
2008.05.26,19:07,204.89,205.22,204.32,204.9,0
2008.05.27,19:59,205.94,206.23,204.74,205.9,0
2008.05.28,20:40,207.64,207.78,205.26,207.63,0
2008.05.29,21:10,208.77,209.0,206.85,208.76,0
2008.06.01,21:26,207.93,209.37,207.56,207.91,0
2008.06.02,21:52,205.55,208.28,204.74,205.54,0
2008.06.03,22:07,206.4,207.18,204.05,206.37,0
2008.06.04,22:37,205.89,206.69,204.6,205.89,0
2008.06.05,23:11,207.93,208.12,205.74,207.92,0
2008.06.08,23:34,207.3,208.19,205.78,207.24,0
2008.06.09,23:57,210.1,210.85,206.94,210.15,0
2008.06.11,00:28,210.12,210.34,208.66,210.12,0
2008.06.12,01:07,210.1,210.71,209.47,210.12,0
2008.06.13,01:23,209.86,210.36,209.59,209.87,0
2008.06.16,01:53,211.43,211.47,209.76,211.42,0
2008.06.17,02:27,212.41,212.88,211.38,212.42,0
2008.06.18,03:27,211.28,212.73,210.49,211.24,0
2008.06.19,04:15,211.22,211.56,210.87,211.22,0
2008.06.20,04:48,212.76,213.36,211.14,212.75,0
2008.06.23,05:23,211.71,212.95,211.15,211.73,0
2008.06.24,06:08,211.96,212.92,211.19,211.99,0
2008.06.25,07:02,213.1,213.15,211.7,213.11,0
2008.06.26,07:46,213.74,213.83,212.71,213.71,0
2008.06.27,07:59,211.2,213.98,210.65,211.17,0
2008.06.30,08:48,210.83,212.38,209.48,210.8,0
2008.07.01,09:19,210.34,211.98,210.3,210.32,0
2008.07.02,09:58,211.61,212.14,210.1,211.67,0
2008.07.03,10:29,211.59,211.98,210.67,211.61,0
2008.07.04,11:42,211.76,212.12,211.31,211.75,0
2008.07.07,14:14,211.33,212.49,211.04,211.38,0
2008.07.08,14:35,211.59,212.18,210.3,211.62,0
2008.07.09,15:05,211.72,212.39,211.1,211.68,0
2008.07.10,15:34,211.67,212.21,211.21,211.65,0
2008.07.11,16:14,211.57,212.17,210.3,211.6,0
2008.07.14,16:29,211.72,212.33,211.08,211.75,0
2008.07.15,16:54,209.96,212.07,208.99,210.02,0
2008.07.16,17:09,210.06,210.33,208.07,210.08,0
2008.07.17,17:20,212.8,213.67,209.7,212.85,0
2008.07.20,17:39,213.54,213.92,211.65,213.55,0
2008.07.21,18:37,213.26,213.88,212.2,213.28,0
2008.07.22,19:02,213.75,213.91,212.88,213.71,0
2008.07.23,19:19,215.68,215.92,213.52,215.66,0
2008.07.24,19:37,213.09,215.76,212.85,213.09,0
2008.07.27,20:09,214.56,214.98,211.66,214.55,0
2008.07.28,20:43,214.3,214.95,213.76,214.29,0
2008.07.29,21:40,214.05,214.86,213.79,214.04,0
2008.07.30,22:43,213.94,214.45,213.32,213.94,0
2008.07.31,23:38,213.62,214.64,213.42,213.62,0
2008.08.04,00:24,212.71,213.65,212.07,212.71,0
2008.08.05,00:59,212.05,212.96,212.0,212.1,0
2008.08.06,01:37,211.98,212.2,210.63,211.91,0
2008.08.07,01:52,213.62,214.0,211.64,213.59,0
2008.08.08,02:03,211.61,213.8,211.36,211.62,0
2008.08.11,02:14,211.06,212.39,209.78,211.08,0
2008.08.12,02:34,209.52,211.52,208.97,209.55,0
2008.08.13,02:34,206.27,209.88,205.32,206.19,0
2008.08.14,02:48,204.69,207.33,202.57,204.68,0
2008.08.15,03:00,204.73,205.91,204.1,204.8,0
2008.08.18,03:37,205.66,206.57,204.48,205.69,0
2008.08.19,03:52,204.42,206.12,203.95,204.42,0
2008.08.20,04:19,204.88,205.32,204.05,204.87,0
2008.08.21,04:49,203.12,205.11,202.76,203.07,0
2008.08.22,05:14,202.99,204.64,201.84,202.97,0
2008.08.25,05:45,203.4,204.53,202.59,203.39,0
2008.08.26,06:08,201.57,203.82,201.28,201.5,0
2008.08.27,06:27,201.24,202.25,200.58,201.17,0
2008.08.28,06:46,200.47,202.34,199.87,200.54,0
2008.08.29,07:05,198.64,201.05,198.51,198.78,0
2008.09.01,07:15,194.36,199.14,194.21,194.35,0
2008.09.02,08:16,194.42,195.58,192.68,194.39,0
2008.09.03,08:26,192.69,194.95,192.15,192.73,0
2008.09.04,08:38,192.89,193.67,191.53,192.96,0
2008.09.05,08:38,186.51,193.09,186.26,186.69,0
2008.09.08,08:44,191.73,195.73,186.67,191.77,0
2008.09.09,08:52,189.95,191.87,187.96,189.94,0
2008.09.10,08:52,188.95,190.52,187.25,188.96,0
2008.09.11,08:56,186.82,189.85,186.53,186.74,0
2008.09.12,08:59,189.97,190.72,185.96,190.04,0
2008.09.15,08:59,189.16,193.79,187.35,189.16,0
2008.09.16,09:02,185.28,190.83,184.63,185.41,0
2008.09.17,09:02,188.23,190.9,184.56,188.15,0
2008.09.18,09:03,191.4,192.11,186.91,191.39,0
2008.09.21,17:53,195.96,196.15,189.83,195.97,0
2008.09.22,17:54,195.93,197.2,194.34,195.94,0
2008.09.23,18:02,196.18,196.68,195.01,196.2,0
2008.09.24,18:05,196.12,197.5,195.38,196.13,0
2008.09.25,18:14,195.51,197.24,195.31,195.54,0
2008.09.28,18:19,194.69,195.93,193.22,194.64,0
2008.09.29,18:22,187.2,195.52,187.18,187.2,0
2008.09.30,18:26,189.08,191.08,186.5,189.1,0
2008.10.01,18:31,187.46,189.96,186.03,187.46,0
2008.10.02,18:34,185.44,188.17,184.78,185.44,0
2008.10.05,18:41,185.69,188.56,184.75,185.71,0
2008.10.06,19:07,178.11,185.82,174.13,178.26,0
2008.10.07,19:22,176.94,182.06,176.01,176.95,0
2008.10.08,20:01,171.85,178.98,170.99,171.82,0
2008.10.09,20:07,168.41,176.48,167.7,168.43,0
2008.10.12,20:07,172.68,173.58,166.05,172.68,0
2008.10.13,20:11,178.95,179.23,168.77,178.94,0
2008.10.14,20:14,176.62,181.43,176.39,176.75,0
2008.10.15,20:17,171.85,178.77,170.54,171.9,0
2008.10.16,20:20,176.41,176.51,171.63,176.44,0
2008.10.19,20:26,175.97,176.6,174.01,175.95,0
2008.10.20,20:31,175.4,179.26,173.67,175.34,0
2008.10.21,20:37,166.07,175.38,165.43,166.08,0
2008.10.22,20:40,158.03,166.71,157.65,158.03,0
2008.10.23,20:48,157.0,160.72,154.62,157.0,0
2008.10.26,21:12,149.7,157.43,139.08,149.68,0
2008.10.27,21:15,143.03,149.7,140.74,143.19,0
2008.10.28,21:15,156.2,159.6,142.99,156.11,0
2008.10.29,21:20,163.97,164.06,153.42,163.36,0
2008.10.30,21:22,160.79,165.14,158.28,160.8,0
2008.11.02,21:42,161.56,161.82,155.59,161.55,0
2008.11.03,21:46,156.39,163.4,154.55,156.37,0
2008.11.04,21:46,159.25,161.8,153.78,159.26,0
2008.11.05,21:47,155.44,160.89,155.04,155.39,0
2008.11.06,21:48,151.84,157.73,150.38,151.82,0
2008.11.09,21:51,157.37,157.61,151.25,157.37,0
2008.11.10,22:02,153.36,157.43,152.0,153.31,0
2008.11.11,22:11,151.02,154.34,149.16,151.01,0
2008.11.12,22:12,142.94,151.81,140.36,142.91,0
2008.11.13,22:13,144.3,146.37,138.95,144.3,0
2008.11.16,22:13,142.66,146.16,140.62,142.68,0
2008.11.17,22:15,144.91,146.56,142.34,144.92,0
2008.11.18,22:31,144.13,146.6,143.67,144.14,0
2008.11.19,22:45,143.27,147.96,142.93,143.28,0
2008.11.20,22:45,139.18,143.29,137.76,139.17,0
2008.11.23,22:55,141.97,143.74,139.04,141.99,0
2008.11.24,23:00,145.45,148.03,141.52,145.44,0
2008.11.25,23:04,145.9,148.68,143.82,145.88,0
